Species Name,Stats,Basic Information,Evolutions,Size,Breeding Information,Diet,Habitat,Capabilities,Skills,Level Up Moves,TM/HM Moves,Tutor Moves
LATIAS,"HP:   8
Attack:  8
Defense:  9
Special Attack: 11
Special Defense: 13
Speed:   11
","[T: Dragon, Psychic]
[BA: Levitate]
[AA: Rocket, Keen Eye]
[HA: Speed Boost   ]","1: Latias          
","Height: 4’ 7”
Weight: 88.2 lbs.","Gender Ratio: 0%
Egg Group: None
Average Hatch Rate: 75 Days      
",Omnivore,"Beach
Forest
Grassland
Mountain
Ocean","Overland 6
Swim 4
Sky 8
Jump 2/2
Power 4
Aura Reader
Guster
Telekinetic
Telepath
Mountable 1","Athl 3d6
Acro 6d6+3
Combat 3d6
Stealth 5d6+3
Percep 4d6
Focus 6d6+3","         1  Psywave - Psychic
         1  Wish - Normal
        1  Helping Hand - Normal
        1  Safeguard - Normal
       4  Water Sport - Water
       7  Charm - Fairy
 10  Stored Power - Psychic
       13  Refresh - Normal
       16  Heal Pulse - Psychic
        20  Dragon Breath - Dragon
        24  Mist Ball - Psychic
        28  Psycho Shift - Psychic
       32  Recover - Normal
       36  Reflect Type - Normal
        41  Zen Headbutt - Psychic
 46  Guard Split - Psychic
        51  Psychic - Psychic
       56  Dragon Pulse - Dragon
 61  Healing Wish - Psychic"," 
 A1 Cut, A2 Fly, A3 Surf, A5 Waterfall, A6 Dive, 01 
Hone Claws, 02 Dragon Claw, 03 Psyshock, 04 Calm Mind, 05 Roar, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 13 Ice Beam, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 19 Roost, 20 Safeguard, 21 Frustration, 22 Solar Beam, 24 Thunderbolt, 25 Thunder, 26 Earthquake, 27 Return, 29 Psychic, 30 Shadow Ball, 32 Double Team, 33 Reflect, 37 Sandstorm, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 48 Round, 51 Steel Wing, 53 Energy Ball, 57 Charge Beam, 65 Shadow Claw, 67 Retaliate, 68 Giga Impact, 70 Flash, 73 Thunder Wave, 77 Psych Up, 78 Bulldoze, 85 Dream Eater, 86 
Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute
","
Body Slam, Charm (N), Covet, Dive, Double-Edge, Draco 
Meteor, Dragon Pulse (N), Fury Cutter, Guard Split (N), Heal Pulse (N), Healing Wish (N), Helping Hand, Icy Wind, Last Resort, Magic Coat, Magic Room, Mud-Slap, Outrage, Reflect Type (N), Role Play, Roost, Sleep Talk, Snore, Sucker Punch, Swift, Tailwind, Telekinesis, Trick, Twister, Zen Headbutt 
"
LATIOS,"HP:   8
Attack:  9
Defense:  8
Special Attack: 13
Special Defense: 11
Speed:   11
","[T: Dragon, Psychic]
[BA: Levitate]
[AA: Rocket, Keen Eye]
[HA: Speed Boost   ]","1: Latios           
","Height: 6’ 7”
Weight: 132.3 lbs.","Gender Ratio: 100%
Egg Group: None
Average Hatch Rate: 75 Days      
",Omnivore,"Beach
Forest
Grassland
Mountain
Ocean","
Overland 6
Swim 4
Sky 8
Jump 2/2
Power 4
Aura Reader
Guster
Telekinetic
Telepath
Mountable 1","Athl 3d6
Acro 6d6+3
Combat 3d6
Stealth 5d6+3
Percep 4d6
Focus 6d6+3","         1  Psywave - Psychic
         1  Heal Block - Psychic
        1  Helping Hand - Normal
        1  Safeguard - Normal
       4  Protect - Normal
       7  Dragon Dance - Dragon
 10  Stored Power - Psychic
       13  Refresh - Normal
       16  Heal Pulse - Psychic
        20  Dragon Breath - Dragon
        24  Luster Purge - Psychic
        28  Psycho Shift - Psychic
       32  Recover - Normal
       36  Telekinesis - Normal
        41  Zen Headbutt - Psychic
 46  Power Split - Psychic
        51  Psychic - Psychic
       56  Dragon Pulse - Dragon
 61  Memento - Psychic"," 
A1 Cut, A2 Fly, A3 Surf, A5 Waterfall, A6 Dive, 01 Hone Claws, 02 Dragon Claw, 03 Psyshock, 04 Calm Mind, 05 Roar, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 13 Ice Beam, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 19 Roost, 20 Safeguard, 21 Frustration, 22 Solar Beam, 24 Thunderbolt, 25 Thunder, 26 Earthquake, 27 Return, 29 Psychic, 30 Shadow Ball, 32 Double Team, 33 Reflect, 37 Sandstorm, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 48 Round, 51 Steel Wing, 53 Energy Ball, 57 Charge Beam, 65 Shadow Claw, 67 Retaliate, 68 Giga Impact, 70 Flash, 73 Thunder Wave, 77 Psych Up, 78 Bulldoze, 85 Dream Eater, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 
Substitute
","
Body Slam, Dive, Double-Edge, Draco Meteor, Dragon Dance 
(N), Dragon Pulse (N), Fury Cutter, Heal Pulse (N), Helping Hand, Icy Wind, Last Resort, Magic Coat, Memento (N), Mud-Slap, Outrage, Power Split (N), Roost, Role Play, Sleep Talk, Snore, Sucker Punch, Swift, Tailwind, Telekinesis (N), Trick, Twister, Wonder Room, Zen Headbutt 
"
PHIONE,"HP:   8
Attack:  8
Defense:  8
Special Attack: 8
Special Defense: 8
Speed:   8
","[T: Water]
[BA: Hydration, Rain Dish]
[AA: Swift Swim, Gulp ]
[HA: Damp   ]","1: Phione          
","Height: 1’ 4”
Weight: 6.8 lbs.","Gender Ratio: -1
Egg Group: Water 1, Fairy
Average Hatch Rate: 25 Days      
",Herbivore,Ocean,"Overland 4
Swim 6
Jump 1/1
Power 1
Naturewalk (Ocean)
Amorphous
Fountain
Gilled","Athl 3d6+2
Acro 4d6+2
Combat 3d6
Stealth 4d6+3
Percep 4d6+2
Focus 3d6","         1  Bubble - Water
         1  Water Sport - Water
         9  Charm - Fairy
        16  Supersonic - Normal
        24  Bubble Beam - Water
        31  Acid Armor - Poison
        39  Whirlpool - Water
        46  Water Pulse - Water
        54  Aqua Ring - Water
        61  Dive - Water
        69  Rain Dance - Water","  A3 Surf, A5 Waterfall, A6 Dive, 06 Toxic, 07 
Hail, 10 Hidden Power, 13 Ice Beam, 14 Blizzard, 17 Protect, 18 Rain Dance, 20 Safeguard, 21 Frustration, 27 Return, 32 Double Team, 42 Facade, 44 Rest, 48 Round, 55 Scald, 56 Fling, 77 Psych Up, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 99 Dazzling Gleam
","
            Ancient Power, Bounce, Covet, Dive, Heal Bell, Helping Hand, Icy Wind, Knock Off, Last Resort, Mud-Slap, Signal Beam, Sleep Talk, Snore, Swift, Uproar 
"
MANAPHY,"HP:   10
Attack:  10
Defense:  10
Special Attack: 10
Special Defense: 10
Speed:   10
","[T: Water]
[BA: Hydration, Rain Dish]
[AA: Swift Swim, Gulp ]
[HA: Damp   ]","1: Manaphy          
","Height: 1’ 0”
Weight: 3.1 lbs.","Gender Ratio: -1
Egg Group: Water 1, Fairy
Average Hatch Rate: 4 Days      
",Herbivore,Ocean,"Overland 5
Swim 8
Jump 2/2
Power 2
Naturewalk (Ocean)
Amorphous
Fountain
Gilled
Telepath","Athl 4d6+2
Acro 5d6+2
Combat 3d6
Stealth 4d6+3
Percep 4d6+2
Focus 4d6","         1  Bubble - Water
         1  Tail Glow - Bug
         1  Water Sport - Water
         9  Charm - Fairy
        16  Supersonic - Normal
        24  Bubble Beam - Water
        31  Acid Armor - Poison
        39  Whirlpool - Water
        46  Water Pulse - Water
        54  Aqua Ring - Water
        61  Dive - Water
        69  Rain Dance - Water
        76  Heart Swap - Psychic","  A3 Surf, A5 Waterfall, A6 Dive, 04 Calm 
Mind, 06 Toxic, 07 Hail, 10 Hidden Power, 13 Ice Beam, 14 Blizzard, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 20 Safeguard, 21 Frustration, 27 Return, 29 Psychic, 30 Shadow Ball, 32 Double Team, 33 Reflect, 42 Facade, 44 Rest, 48 Round, 53 Energy Ball, 55 Scald, 56 Fling, 68 Giga Impact, 70 Flash, 77 Psych Up, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 99 Dazzling Gleam
","
  Ancient Power, Bounce, Covet, Dive, Heal 
Bell, Helping Hand, Icy Wind, Knock Off, Last Resort, Mud-Slap, Signal Beam, Skill Swap, Sleep Talk, Snore, Swift, Uproar
"
CELEBI,"HP:   10
Attack:  10
Defense:  10
Special Attack: 10
Special Defense: 10
Speed:   10
","[T: Psychic, Grass]
[BA: Natural Cure]
[AA: Magic Guard, Probability Control]
[HA: Healer   ]","1: Celebi          
","Height: 2’ 0”
Weight: 11 lbs.","Gender Ratio: -1
Egg Group: None

Average Hatch Rate: 75 Days
      
",Phototroph,"Forest
Rainforest","
Overland 7
Swim 4
Sky 6
Jump 2/2
Power 2

Aura Reader
Glow
Naturewalk (Grassland, Forest)
Sprouter
Telekinetic
Telepath","
Athl 2d6
Acro 3d6
Combat 3d6
Stealth 4d6+2
Percep 6d6+2
Focus 4d6","         1  Confusion - Psychic
         1  Heal Bell - Normal
         1  Leech Seed - Grass
         1  Recover - Normal
        10  Safeguard - Normal
        19  Magical Leaf - Grass
        28  Ancient Power - Rock
        37  Baton Pass - Normal
        46  Natural Gift - Normal
        55  Heal Block - Psychic
        64  Future Sight - Psychic
        73  Healing Wish - Psychic
        82  Leaf Storm - Grass
        91  Perish Song - Normal","  A1 Cut, 04 Calm Mind, 06 Toxic, 10 Hidden 
Power, 11 Sunny Day, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 20 Safeguard, 21 Frustration, 22 Solar Beam, 27 Return, 29 Psychic, 30 Shadow Ball, 32 Double Team, 33 Reflect, 37 Sandstorm, 40 Aerial Ace, 42 Facade, 44 Rest, 48 Round, 49 Echoed Voice, 53 Energy Ball, 56 Fling, 57 Charge Beam, 68 Giga Impact, 70 Flash, 73 Thunder Wave, 75 Swords Dance, 77 Psych Up, 85 Dream Eater, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 92 Trick Room, 96 Nature Power, 99 Dazzling Gleam, 100 Confide
","
             Ancient Power, Defense Curl, Double-Edge, 
Earth Power, False Swipe, Giga Drain, Heal Bell, Helping Hand, Last Resort, Magic Coat, Magic 
Room, Metronome, Mimic, Mud-Slap, Role Play, 
Seed Bomb, Signal Beam, Skill Swap, Sleep Talk, 
Snore, Stealth Rock, Swift, Synthesis, Telekinesis, Trick, Uproar, Wonder Room, Worry Seed, Zen Headbutt
"
JIRACHI,"HP:   10
Attack:  10
Defense:  10
Special Attack: 10
Special Defense: 10
Speed:   10
","[T: Steel, Psychic]
[BA: Serene Grace]
[AA: Wishmaster, Deep Sleep]
[HA: Wonder Skin   ]","1: Jirachi           
","Height: 1’ 0”
Weight: 2.4 lbs.","Gender Ratio: -1
Egg Group: None
Average Hatch Rate: 75 Days      
",Nullivore,"Cave
Forest
Mountain
Rainforest","Overland 6
Swim 4
Sky 7
Jump 2/2
Power 2
Aura Reader
Glow
Telekinetic
Telepath","Athl 2d6
Acro 4d6+2
Combat 4d6
Stealth 4d6

Percep 5d6
Focus 4d6","         1  Confusion - Psychic
         1  Wish - Normal
         5  Rest - Psychic
        10  Swift - Normal
        15  Helping Hand - Normal
        20  Psychic - Psychic
        25  Refresh - Normal
        30  Rest - Psychic
        35  Zen Headbutt - Psychic
        40  Double-Edge - Normal
        45  Gravity - Psychic
        50  Healing Wish - Psychic
        55  Future Sight - Psychic
        60  Cosmic Power - Psychic
        65  Last Resort - Normal
        70  Doom Desire - Steel","         03 Psyshock, 04 Calm Mind, 06 Toxic, 10 
Hidden Power, 11 Sunny Day, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 20 Safeguard, 21 Frustration, 24 Thunderbolt, 25 Thunder, 27 Return, 29 Psychic, 30 Shadow Ball, 32 Double Team, 33 Reflect, 37 Sandstorm, 40 Aerial Ace, 42 Facade, 44 Rest, 44 Rest, 48 Round, 53 Energy Ball, 56 Fling, 57 Charge Beam, 68 Giga Impact, 70 Flash, 73 Thunder Wave, 77 Psych Up, 85 Dream Eater, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 91 Flash Cannon, 92 Trick Room, 98 Power-Up Punch, 99 Dazzling Gleam
","
             Ancient Power, Body Slam, Defense Curl, 
Drain Punch, Dynamic Punch, Fire Punch, Gravity, Helping Hand, Ice Punch, Icy Wind, Iron Defense, Iron Head, Last Resort, Magic Coat, Magic Room, Metronome, Mimic, Moonblast, Mud-Slap, Recycle, Role Play, Signal Beam, Skill Swap, Sleep Talk, Snore, Stealth Rock, Swift, Telekinesis, Thunder Punch, Trick, Uproar, Zen Headbutt  
"
VICTINI,"HP:   10
Attack:  10
Defense:  10
Special Attack: 10
Special Defense: 10
Speed:   10
","[T: Psychic, Fire]
[BA: Victory Star]
[AA: Gluttony, Flash Fire]
[HA: Defiant   ]","1: Victini          
","Height: 1’ 4”
Weight: 8.8 lbs.","Gender Ratio: -1
Egg Group: None
Average Hatch Rate: 75 Days      
",Herbivore,"Forest
Urban","Overland 7
Swim 4
Sky 6
Jump 2/3
Power 3
Aura Reader
Glow
Heater
Telekinetic
Telepath","Athl 4d6+2
Acro 4d6
Combat 5d6
Stealth 3d6
Percep 4d6
Focus 3d6+1","      1  Confusion - Psychic
      1  Focus Energy - Normal
      1  Incinerate - Fire
      1  Quick Attack - Normal
      9  Endure - Normal
     17  Headbutt - Normal
     25  Flame Charge - Fire
     33  Reversal - Fighting
     41  Flame Burst - Fire
     49  Zen Headbutt - Psychic
       57  Inferno - Fire
     65  Double-Edge - Normal
       73  Flare Blitz - Fire
     81  Final Gambit - Fighting
     89  Stored Power - Psychic
     97  Overheat - Fire","  03 Psyshock, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 15 Hyper Beam, 16 Light Screen, 17 Protect, 20 Safeguard, 21 Frustration, 22 Solar Beam, 24 Thunderbolt, 25 Thunder, 27 Return, 29 Psychic, 30 Shadow Ball, 31 Brick Break, 32 Double Team, 35 Flamethrower, 38 Fire Blast, 42 Facade, 43 Flame Charge, 44 Rest, 48 Round, 50 Overheat, 52 Focus Blast, 53 Energy Ball, 56 Fling, 57 Charge Beam, 59 Incinerate, 61 Will-O-Wisp, 63 Embargo, 68 Giga Impact, 70 Flash, 73 Thunder Wave, 77 Psych Up, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 92 Trick Room, 93 Wild Charge, 94 Rock Smash, 98 Power-Up Punch, 99 Dazzling Gleam, 100 Confide
","
Bounce, Fire Punch, Heat Wave, Helping Hand, Last Resort, Magic Coat, Role Play, § Searing Shot, Signal Beam, Skill Swap, Sleep Talk, Snore, Telekinesis, Thunder Punch, Trick, Uproar, § V-Create, Work Up, Zen Headbutt
"
SHAYMINLandForm,"HP:   10
Attack:  10
Defense:  10
Special Attack: 10
Special Defense: 10
Speed:   10
","[T: Grass]
[BA: Natural Cure]
[AA: Magic Guard, Photosynthesis ]
[HA: Leaf Guard   ]","1: Shaymin        
","Height: 0’ 8”
Weight: 4.6 lbs.","Gender Ratio: -1
Egg Group: None
Average Hatch Rate: 75 Days      
",Phototroph,"Forest
Grassland","Overland 7
Swim 4
Burrow 4
Jump 1/2
Power 2
Naturewalk (Grassland, Forest)
Sprouter
Telepath
Sky Forme*","Athl 3d6
Acro 4d6
Combat 3d6
Stealth 5d6+2

Percep 4d6+2
Focus 4d6","         1  Growth - Normal
         1  Defense Curl - Normal
        10  Magical Leaf - Grass
        19  Leech Seed - Grass
        28  Synthesis - Grass
        37  Sweet Scent - Normal
        46  Natural Gift - Normal
        55  Worry Seed - Grass
        64  Aromatherapy - Grass
        73  Energy Ball - Grass
        82  Sweet Kiss - Fairy
        82  Grass Whistle - Grass
        91  Healing Wish - Psychic
        91  Lucky Chant - Normal
        100 Seed Flare - Grass","  06 Toxic, 10 Hidden Power, 11 Sunny 
Day, 15 Hyper Beam, 17 Protect, 20 Safeguard, 21 Frustration, 22 Solar Beam, 27 Return, 29 Psychic, 32 Double Team, 42 Facade, 44 Rest, 48 Round, 53 Energy Ball, 68 Giga Impact, 70 Flash, 75 Swords Dance, 77 Psych Up, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute, 96 Nature Power, 99 Dazzling Gleam
","
             Covet, Earth Power, Endeavor, Giga Drain, 
Last Resort, Mud-Slap, Seed Bomb, Sleep Talk, Snore, Swift, Synthesis, Worry Seed, Zen Headbutt 
*Sky Forme
Shaymin can transform into its Sky Forme in sunlight when it has Gracidea, a rare type of flower, nearby. Shaymin will be forced to revert into its normal form if it is hit by an Ice Type Move, if it touches ice or if the sun is no longer shining
"
SHAYMINSkyForm,"HP:   10
Attack:  10
Defense:  8
Special Attack: 12
Special Defense: 8
Speed:   13
","[T: Grass, Flying]
[BA: Serene Grace]
[AA: Rocket, Photosynthesis ]
[HA: Leaf Guard   ]","1: Shaymin           
","Height: 1’ 4”
Weight: 11.5 lbs.","Gender Ratio: -1
Egg Group: None
Average Hatch Rate: 75 Days      
",Phototroph,"Forest
Grassland","Overland 7
Swim 5
Sky 10
Jump 3/3
Power 2
Naturewalk (Grassland, Forest)
Sprouter
Telepath","Athl 4d6
Acro 5d6+2
Combat 4d6
Stealth 3d6
Percep 3d6+1
Focus 3d6+1","         1  Growth - Normal
        10  Magical Leaf - Grass
        19  Leech Seed - Grass
        28  Quick Attack - Normal
        37  Sweet Scent - Normal
        46  Natural Gift - Normal
        55  Worry Seed - Grass
        64  Air Slash - Flying
        73  Energy Ball - Grass
        82  Sweet Kiss - Fairy
        91  Leaf Storm - Grass
        100 Seed Flare - Grass","  06 Toxic, 10 Hidden Power, 11 Sunny 
Day, 15 Hyper Beam, 17 Protect, 20 Safeguard, 21 Frustration, 22 Solar Beam, 27 Return, 29 Psychic, 32 Double Team, 42 Facade, 44 Rest, 48 Round, 53 Energy Ball, 68 Giga Impact, 70 Flash, 75 Swords Dance, 77 Psych Up, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute, 96 Nature Power, 99 Dazzling Gleam
","
  Covet, Earth Power, Endeavor, Giga Drain, 
Last Resort, Mud-Slap, Seed Bomb, Sleep Talk, Snore, Swift, Synthesis, Tailwind, Worry Seed, Zen Headbutt 
"
DIANCIE,"HP:   5
Attack:  10
Defense:  15
Special Attack: 10
Special Defense: 15
Speed:   5
","[T: Rock, Fairy]
[BA: Clear Body]
[AA: Solid Rock, Magic Guard, Illuminate ]
[HA: Diamond Defense   ]","1: Diancie          
","Height: 2’ 04”
Weight: 19.3 lbs.","Gender Ratio: -1
Egg Group: None
Average Hatch Rate: 75 Days      
",Omnivore,Cave,"Overland 4
Swim 4
Levitate 8
Jump 2/2
Power 2
Glow
Materializer
Naturewalk (Cave)
Telepath","Athl 4d6
Acro 4d6
Combat 3d6
Stealth 1d6
Percep 5d6
Focus 5d6+2","  1  Tackle - Normal
 1  Harden - Normal
 5  Rock Throw - Rock
 8  Sharpen - Normal
 12  Smack Down - Rock
 18  Reflect - Psychic
 21  Stealth Rock - Rock
 27  Guard Split - Psychic
 31  Ancient Power - Rock
 35  Flail - Normal
 40  Skill Swap - Psychic
 46  Trick Room - Psychic
 49  Stone Edge - Rock
 50  Moonblast - Fairy
        50  Diamond Storm - Rock
 60  Light Screen - Psychic
 70  Safeguard - Normal"," 03 Psyshock, 04 Calm Mind, 06 Toxic, 07 Hail, 10 Hidden Power, 11 Sunny Day, 15 Hyper Beam, 16 Light Screen, 16 Protect, 20 Safeguard, 21 Frustration, 23 Smack Down, 27 Return, 29 Psychic, 32 Double Team, 33 Reflect, 37 Sandstorm, 39 Rock Tomb, 42 Facade, 44 Rest, 48 Round, 64 Explosion, 68 Giga Impact, 69 Rock Polish, 70 Flash, 71 Stone Edge, 74 Gyro Ball, 77 Psych Up, 80 Rock Slide, 87 Swagger, 88 Sleep Talk, 90 Substitute, 92 Trick Room, 94 Secret Power, 96 Nature Power, 99 Dazzling Gleam, 100 Confide
","
After Y ou, Covet, Earth Power, Endeavor, Gravity, Heal Bell, Helping Hand, Iron Defense, Last Resort, Magnet Rise, Skill Swap, Snore, Stealth Rock, Wonder Room
"
MELOETTAAriaForm,"HP:   10
Attack:  8
Defense:  8
Special Attack: 13
Special Defense: 13
Speed:   9
","[T: Normal, Psychic]
[BA: Serene Grace]
[AA: Soundproof, Drown Out]
[HA: Own Tempo   ]","1: Meloetta          
","Height: 2’ 0”
Weight: 14.3 lbs.","Gender Ratio: -1
Egg Group: None
Average Hatch Rate: 75 Days      
",Herbivore,"Forest
Rainforest","Overland 7
Swim 4
Jump 3/3
Power 3","Athl 4d6
Acro 4d6
Combat 4d6
Stealth 2d6
Percep 
5d6+2
Focus 4d6+2","      1  Round - Normal
      6  Quick Attack - Normal
     11  Confusion - Psychic
     16  Sing - Normal
       21  Teeter Dance - Normal
     26  Acrobatics - Flying
     31  Psybeam - Psychic
     36  Echoed Voice - Normal
     43  U-turn - Bug
     50  Wake-Up Slap - Fighting
     57  Psychic - Psychic
       64  Hyper Voice - Normal
     71  Role Play - Psychic
       78  Close Combat - Fighting
       85  Perish Song - Normal","         A4 Strength, 01 Hone Claws, 03 Psyshock, 04 
Calm Mind, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 20 Safeguard, 21 Frustration, 24 Thunderbolt, 25 Thunder, 27 Return, 29 Psychic, 30 Shadow Ball, 31 Brick Break, 32 Double Team, 42 Facade, 44 Rest, 47 Low Sweep, 48 Round, 49 Echoed Voice, 52 Focus Blast, 53 Energy Ball, 56 Fling, 57 Charge Beam, 62 Acrobatics, 63 Embargo, 65 Shadow Claw, 66 Payback, 67 Retaliate, 68 Giga Impact, 70 Flash, 71 Stone Edge, 73 Thunder Wave, 77 Psych Up, 85 Dream Eater, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 92 Trick Room, 94 Rock Smash, 98 Power-Up Punch, 99 Dazzling Gleam, 100 Confide
","
 Covet, Drain Punch, Dual Chop, Fire Punch, 
Gravity, Heal Bell, Helping Hand, Hyper Voice, Ice Punch, Knock Off, Last Resort, Low Kick, Magic Coat, Magic Room, Recycle, § Relic Song, Role Play, Signal Beam, Skill Swap, Sleep Talk, Snatch, Snore, Telekinesis, Thunder Punch, Trick, Uproar, Wonder Room, Work Up, Zen Headbutt
"
MELOETTAStepForm,"HP:   10
Attack:  13
Defense:  9
Special Attack: 8
Special Defense: 8
Speed:   13
","[T: Normal, Fighting]
[BA: Serene Grace]
[AA: Soundproof, Drown Out]
[HA: Own Tempo   ]","1: Meloetta          
","Height: 2’ 0”
Weight: 14.3 lbs.","Gender Ratio: -1
Egg Group: None
Average Hatch Rate: 75 Days
  
",Herbivore,"Forest
Rainforest","Overland 7
Swim 4
Jump 3/3
Power 3","Athl 4d6
Acro 5d6+2
Combat 4d6
Stealth 2d6

Percep 4d6
Focus 4d6+2","      1  Round - Normal
      6  Quick Attack - Normal
     11  Confusion - Psychic
     16  Sing - Normal
     21  Teeter Dance - Normal
       26  Acrobatics - Flying
     31  Psybeam - Psychic
     36  Echoed Voice - Normal
     43  U-turn - Bug
     50  Wake-Up Slap - Fighting
     57  Psychic - Psychic
     64  Hyper Voice - Normal
     71  Role Play - Psychic
       78  Close Combat - Fighting
     85  Perish Song - Normal","         A4 Strength, 01 Hone Claws, 03 Psyshock, 04 
Calm Mind, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 20 Safeguard, 21 Frustration, 24 Thunderbolt, 25 Thunder, 27 Return, 29 Psychic, 30 Shadow Ball, 31 Brick Break, 32 Double Team, 42 Facade, 44 Rest, 47 Low Sweep, 48 Round, 49 Echoed Voice, 52 Focus Blast, 53 Energy Ball, 56 Fling, 57 Charge Beam, 62 Acrobatics, 63 Embargo, 65 Shadow Claw, 66 Payback, 67 Retaliate, 68 Giga Impact, 70 Flash, 71 Stone Edge, 73 Thunder Wave, 77 Psych Up, 85 Dream Eater, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 92 Trick Room, 94 Rock Smash, 98 Power-Up Punch, 99 Dazzling Gleam, 100 Confide
","
 Covet, Drain Punch, Dual Chop, Fire Punch, 
Gravity, Heal Bell, Helping Hand, Hyper Voice, Ice Punch, Knock Off, Last Resort, Low Kick, Magic Coat, Magic Room, Recycle, § Relic Song, Role Play, Signal Beam, Skill Swap, Sleep Talk, Snatch, Snore, Telekinesis, Thunder Punch, Trick, Uproar, Wonder Room, Work Up, Zen Headbutt
"
DEOXYSNormalForm,"HP:   5
Attack:  15
Defense:  5
Special Attack: 15
Special Defense: 5
Speed:   15
","[T: Psychic]
[BA: Pressure]
[AA: Download, Telepathy ]
[HA: Transporter]","1: Deoxys             
","Height: 5’ 7”
Weight: 134 lbs.","Gender Ratio: -1
Egg Group: None
Average Hatch Rate: 75 Days    
  
",Nullivore,"Cave
Mountain","Overland 8
Swim 5
Sky 7
Jump 2/2
Power 8

Multiform*
Telekinetic
Telepath","Athl 4d6
Acro 4d6
Combat 4d6
Stealth 3d6
Percep 
5d6+2
Focus 5d6","         1  Leer - Normal
         1  Wrap - Normal
         7  Night Shade - Ghost
        13  Teleport - Psychic
        19  Knock Off - Dark
        25  Pursuit - Dark
        31  Psychic - Psychic
        37  Snatch - Dark
        43  Psycho Shift - Psychic
        49  Zen Headbutt - Psychic
        55  Cosmic Power - Psychic
        61  Recover - Normal
        67  Psycho Boost - Psychic
        73  Hyper Beam - Normal","  A1 Cut, A4 Strength, 03 Psyshock, 04 Calm 
Mind, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 13 Ice Beam, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 20 Safeguard, 21 Frustration, 22 Solar Beam, 24 Thunderbolt, 25 Thunder, 27 Return, 29 Psychic, 30 Shadow Ball, 31 Brick Break, 32 Double Team, 33 Reflect, 39 Rock Tomb, 40 Aerial Ace, 41 Torment, 42 Facade, 44 Rest, 47 Low Sweep, 48 Round, 52 Focus Blast, 53 Energy Ball, 56 Fling, 57 Charge Beam, 68 Giga Impact, 70 Flash, 73 Thunder Wave, 77 Psych Up, 80 Rock Slide, 84 Poison Jab, 85 Dream Eater, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute, 91 Flash Cannon, 92 Trick Room, 94 Rock Smash, 97 Dark 
Pulse, 98 Power-Up Punch
","
Ally Switch, Bind, Body Slam, Counter, Double-Edge, Drain Punch, Dynamic Punch, Fire Punch, 
Gravity, Ice Punch, Icy Wind, Knock Off, Low Kick, 
Mega Kick, Magic Coat, Mega Punch, Mimic, Mud-
Slap, Recycle, Role Play, Seismic Toss, Signal Beam, Skill Swap, Sleep Talk, Snatch, Snore, Stealth Rock, Swift, Telekinesis, Thunder Punch, Trick, Wonder 
Room, Zen Headbutt 
Multiform
Deoxys may change into its different forms at-will as an Extended Action outside of battle. Prepare stats 
for its four forms if you intend to use a Deoxys.
"
